perfume_name,brand,rating,votes,top_notes,middle_notes,base_notes,reviewer,review_date,review_text,sentiment_raw,label,confidence,model2_label,model2_confidence,label_binary,model2_label_binary
Black Pearls,Elizabeth Taylor,3.82,779,"Peach, Gardenia, Bergamot","White Rose, Lotus, Water Lily","Sandalwood, Amber, Musk",79567 oki216,17.04.2013,"Получила сегодня этот аромат. Решилась на покупку ориентируясь исключительно на отзывы, в большинстве своем, положительные:) Напишу коротко: новинкой в своем парфюмерном гардеробе более чем довольна. Аромат красив... Первые ноты, действительно, резкие. Затем показалась губная помада, в хорошем смысле слова. А ещё... Интересно, что на коллеге раскрылся почти точной копией Shalimar Parfum Initial Guerlain. UPD Прошёл час. Те ноты, которые напоминали Shalimar Parfum Initial Guerlain покинули кожу.. Осталась приятная, насыщенная, классическая пудрочка... И её я тоже очень люблю:)",positive,liked,0.831,liked,0.9569,liked,liked
The One Gentleman,Dolce Gabbana,3.92,1607,Pepper,"Lavender, Cardamom, Watercress","Vanille, Patchouli",10309 ветер,05.09.2014,"купила сыну....не дождалась и попробовала сама...прости ,сынок!!!!я куплю тебе что то другое!!!!!!думала что мой нос сложно уже чем то удивить-сколько  он перенюхал ароматов!чем то по настроению напомнил старушку Ню-только спокойнее,мягче и-тише!!да -тише!в разы менее стойкий чем Нюша,но для меня это скорее плюс!буду носить с огромным удовольствием!!Ничем не хуже и не проще селективных экспериментов!!!а зимой,с кашемировым свитером!!!ммммммммм!!!!представляю эту красотень!!!простите-вот так!одни эмоции!про ноты ни слова!!хотя нет!лаванда в этом парфюме просто великолепна!!!!",positive,liked,0.9757,not_liked,0.7514,liked,not_liked
Cuoium,Orto Parisi,3.96,3232,"Animal notes, Woody Notes",Violet,"Leather, Incense, Cade oil, Cedar, Labdanum, Patchouli, Vanilla",369710 станиславаталошина,02.10.2023,"зашла в магазин отливантов и попросила что- нибудь кожанное...дали пробку и явлюбилась.....но купила 3 мл ,так как все таки кожа не является девчачим парфюмом.Не могла оторваться.!это бетон ,это железобетон в мире парфемерии)))Кожа дым  сандал,мокрая кожанная куртка, не знаю что еще.Так пахнут в моем понимании бруталы на коне с сигарой в зубах,с наглым видом)И я)))))Аромат не смыть ничем) в общем аромат явно мужской но я ношу его с брюками и смоки айс)на работе удохнут все, но мужики воротят нос за мной явно проявляя интерес к запаху!В общем сложный наглый не такой как все.",positive,liked,0.6219,not_liked,0.7515,liked,not_liked
Chanel No 5 Eau de Parfum,Chanel,3.6,11565,"Aldehydes, Ylang-Ylang, Neroli, Bergamot, Peach","Iris, Jasmine, Rose, Lily-of-the-Valley","Sandalwood, Oakmoss, Vanilla, Patchouli, Vetiver",318127 vasilyasa,12.05.2022,"Данный парфюм у меня уже лет восемь, приобрела сотку, половину израсходовала остальную половину берегу. Очень мечтала об этом аромате, об этой легендарной пятерке. Сначала я его не поняла, уж очень он мне показался колким ,особенно на морозе, одного распыления хватало что бы задохнуться. Но вот летом в жару пятерка на мне запудрилась, это даже не пудра ,а очень дорогой крем. Мужу очень нравится, когда я надеваю этот парфюм именно летом. Я заметила, что альдегиды на мне запудриваются в жару, а вот в холоде очень звонкие до головной боли. Та же история с  Climat от Lancome.",positive,liked,0.4336,mixed,0.4733,liked,not_liked
Dioressence,Dior,4.11,484,Geranium,Cinnamon,Patchouli,117785 Appolinariya,10.06.2014,"Сбылась Мечта идиотки. Долго искала, не решалась,но все же вот - она моя соременная, правда, версия этих духов. Смущает только большая бутыль (100), непривычно для них как-то. О них много здесь написано, плюсуюсь только к положительным отзывам. Скажу одно: да, не винтаж, на первых нотах старенькие, но потом только руки меняла, хотелось еще и еще ощутить этот аромат. Про шлейф не задумывалась, сейчас проверю,а про стойкость - сутки точно. И это при том, что брызнула на запястье, мыла руки, готовила, плюс душ. Утром пью кофе и ловлю себя на мысли, сегодня идет дождь......",neutral,mixed,0.499,liked,0.9782,not_liked,liked
Cuoium,Orto Parisi,3.96,3232,"Animal notes, Woody Notes",Violet,"Leather, Incense, Cade oil, Cedar, Labdanum, Patchouli, Vanilla",369086 Shorn,19.01.2024,"Хорошо подумай хочешь ли ты управлять этой силой. Один пшик и ты Берсерк стоящий в морось и смотрящий со взглядом на 1000 ярдов на тлеющее обломанное дерево, рядом стоит твой сторожевой пёс и вылизывает твои раны на руках и ногах, ты достаешь что вроде самокрутки и прикуриваешь от этого тлеющего палена и вот этот табачный запах только что подкуриной сигарилы смешивается с запахом тлеющего мокрого палена с запахом кожаной ножны от меча и слегка приправленная запахом твоего верного пса и в конце к тебе подбегает новобранец и предлагает кувшин бренди или какого то вина.",neutral,mixed,0.7929,mixed,0.8197,not_liked,not_liked
Acqua di Parma Colonia,Acqua di Parma,4.01,1498,"Ozonic notes, Bergamot, Orange, Petitgrain","Narcissus, Jasmine Sambac, Coriander","White Musk, Cedar, Patchouli",175207 Jaana,14.03.2016,"Розмарин, нероли, лаванда...как хочется вылить таз этого аромата на себя, в марте, когда воздух еще не совсем весенний и снега много, что бы окунуться в средиземноморскую весну, парки, прогулки по побережью. Закрываю глаза и ощущаю цветущие апельсиновые деревья и хвойные деревья вокруг.   Очень не сладко мне, горько, пряно и свежо, но не акватически свежо, а цитрусово. Никакого ретро. Прекрасный вариант на лето, для мужчин и женщин. Себе выберу и поставлю на летнюю полочку, даже при всей своей любви к фруктам и сладостям в парфюмерии. Лекарство от гурманики что ли )",positive,liked,0.8236,liked,0.9789,liked,liked
Cuoium,Orto Parisi,3.96,3232,"Animal notes, Woody Notes",Violet,"Leather, Incense, Cade oil, Cedar, Labdanum, Patchouli, Vanilla",229871 AIRES,14.02.2022,"Всем ошарашенным! Ребят, ну послушайте, каждому своё! Парфюм не для заурядного среднестатистического, с жуткими предрассудками человека. Это ж надо понимать! Если он не входит в чьи-то врата, то это не даёт оснований для интенсивного обсера сестер и братьев по цеху! Кто кого заставляет покупать-то и нюхать?! Поверьте, у этого парфюма есть стабильные почитатели! Прям столько возгласов! А значит не безразличен. В общем, не сбивайте с толку других категоричностью без шанса! Дайте им самим выбирать! А то уже пора идти вываливать из парашютов-то бижу из коричневых шишек!",negative,not_liked,0.5273,mixed,0.507,not_liked,not_liked
Chanel No 5 Eau de Parfum,Chanel,3.6,11565,"Aldehydes, Ylang-Ylang, Neroli, Bergamot, Peach","Iris, Jasmine, Rose, Lily-of-the-Valley","Sandalwood, Oakmoss, Vanilla, Patchouli, Vetiver",261097 Juli_2005,05.11.2019,"Не в обиду любителям «легенды», ну не понимаю я, где там нежность и женственность? Для меня это «умри всё живое») Запах шикарной женщины, хм... ни разу не видела шикарной женщины, пахнущей №5. Зато каждый раз почувствовав знакомый альдегидный душок, оглядываюсь и ... либо бабушка смотритель музея, либо необъятная дама в мехах и перстнях а-ля главный бухгалтер советской столовой. И ещё заметила, встречается он только в России, в Европе ни разу ни на ком не слышала. Скажете не доросла, очень надеюсь что не дорасту). Ещё раз, прошу прощения если задела чьи то чувства)",negative,not_liked,0.4592,mixed,0.7767,not_liked,not_liked
Chanel No 5 Eau de Parfum,Chanel,3.6,11565,"Aldehydes, Ylang-Ylang, Neroli, Bergamot, Peach","Iris, Jasmine, Rose, Lily-of-the-Valley","Sandalwood, Oakmoss, Vanilla, Patchouli, Vetiver",54834 Lauri,19.11.2022,"Сначала, как и многим, мне казалось, что парфюм пахнет бабками :) Начав с премьерной пятерки и вуаль для волос, я постепенно пришла к парф воде. И... Это шедевр! Наносить на кожу и ждать красоту. Шанель просила парфюмера, чтобы аромат пах женщиной, но не пах ни одним из известных цветов. А парфюмер Эрнст Бо говорил, что в этом аромате он воссоздал свежесть, ощутимую над озёрами во время белой ночи на русском севере. И в аромате все это есть! И неземные цветы, и женская кожа, и какая-то интимность, абсолютная женственность. И свежесть, и север и будто бы даже снег!",positive,liked,0.9753,liked,0.9583,liked,liked
Chanel No 5 Eau de Parfum,Chanel,3.6,11565,"Aldehydes, Ylang-Ylang, Neroli, Bergamot, Peach","Iris, Jasmine, Rose, Lily-of-the-Valley","Sandalwood, Oakmoss, Vanilla, Patchouli, Vetiver",270910 Fox NZ,11.04.2021,"Люблю нежно. Этот аромат почему-то ассоциируется с букетом кремовых роз, повязанным шелковой лентой. Вторая ассоциация - аромат custard -ванильного заварного крема в пирожном. Он - из тех ‘запахов’, которые окутывают спокойствием, в нем легко, уютно, тепло. Мне 31, ещё несколько лет назад я этот аромат не понимала, казался не современным и тяжелым. Сейчас мне нравятся почти все ароматы из обычной линейки Шанель, не могу только принять 19, 5 L’eau,  chance eau fraiche, allure edp. Возможно, вопрос времени... кстати, кто-то знает, снимают ли Премьер с производства ?",positive,liked,0.9054,liked,0.803,liked,liked
By the Fireplace,Maison Margiela,4.21,24439,"Cloves, Pink Pepper, Orange Blossom","Chestnut, Guaiac Wood, Juniper","Vanilla, Peru Balsam, Cashmeran",262388 MahiruHiiragi,07.10.2021,"Вообще довольно интересный аромат, сначала идут специи, запах копчености, каштанов, как будто действительно у огня происходит какое-то приготовление, скорее еды, а точнее барбекю (!). Аромат тёплый, дымность прослеживается, чувствуешь, как мягко горит дерево, а затем наступает сладость, для меня это наверное ваниль и возможно, так ощущаю перуанский бальзам, также чувствую можжевельник, он где-то сзади, но со временем начинаешь слышать отчетливее. У меня аромат со временем менял звучание - что мне в нём и понравилось, на холоде кстати раскрылся быстрее и красивее.",positive,liked,0.8731,liked,0.9111,liked,liked
Chanel No 5 Eau de Parfum,Chanel,3.6,11565,"Aldehydes, Ylang-Ylang, Neroli, Bergamot, Peach","Iris, Jasmine, Rose, Lily-of-the-Valley","Sandalwood, Oakmoss, Vanilla, Patchouli, Vetiver",297482 NadezhdaL,09.12.2021,"Приобрела пятерку и в такой концентрации. Винтаж. Близка к духам, но более напористая и громкая. Нравится, оставила на каждый день на зиму. На морозном влажном воздухе красива. Тестила современную версию, она вообще  другая. Мой винтаж альдегидный, цветов там мало, ощущается винтажность, современная версия после раскрытия выдает приятные белые цветы. Если выбирать, то из-за цветов нравится современная. Но не нравится своей химозностью. Винтажу быть, пользоваться буду. В фаворе духи и туалетка. Все три концентрации разные по звучанию, не жалею, что попробовала их.",neutral,mixed,0.6087,liked,0.956,not_liked,liked
Black Pearls,Elizabeth Taylor,3.82,779,"Peach, Gardenia, Bergamot","White Rose, Lotus, Water Lily","Sandalwood, Amber, Musk",193318 Shakiss,04.11.2017,"Ношу аромат 2 день, знакомлюсь перед покупкой полноценного флакона - это факт...если раньше сомневалась, то теперь определенно поищу. Я видимо среди тех счастливец на кого аромат сел, и кто его ругает - очень зря...химия кожи у всех разная, вкусы и предпочтения тоже. Я с помадными ароматами только знакомлюсь и это определенно помадный, но никак не пудровый аромат... аромат бардовой губной помады, образ которой сразу в моей голове. Хочется надеть черную водолазку, минимум макияжа, за исключением бордовой помады, пучок на голове и гулять под лучи осеннего солнца...",positive,liked,0.8877,liked,0.977,liked,liked
Chanel No 5 Eau de Parfum,Chanel,3.6,11565,"Aldehydes, Ylang-Ylang, Neroli, Bergamot, Peach","Iris, Jasmine, Rose, Lily-of-the-Valley","Sandalwood, Oakmoss, Vanilla, Patchouli, Vetiver",317471 Fierynatali,12.03.2023,"Лет так 15 назад я вынесла вердикт 5ке - старушечий аромат. И как такое в здравом уме можно носить? - думала я. И вот последние два года парфувлечения в один прекрасный момент привели меня к пятёрке, купила пробник 1,5мл ""чтобы было"" и чтобы для себя обновить воспоминания об аромате. И...я влюбилась! Иронично, ведь до старушки мне ещё очень далеко. Завтра пойду покупать флакон. Для меня пятёрка это воплощение мыльной чистоты и женственности. Хотя! На мужчине я тоже вижу этот аромат, но не на всех. И это единственный аромат, где я могу выносить иланг-иланг. Браво!",positive,liked,0.8269,liked,0.9578,liked,liked
Acqua di Parma Colonia,Acqua di Parma,4.01,1498,"Ozonic notes, Bergamot, Orange, Petitgrain","Narcissus, Jasmine Sambac, Coriander","White Musk, Cedar, Patchouli",4929 MatVey,28.02.2011,"Обязательно надо приобрести к весне-лету. Мне очень понравился своей классической ""одеколонистой"" нотой. Свежий, бодрящий, стимулирующий, солнечный и одновременно охлаждающий. После тестирования на себе я лично был в восторге. Единственный минус - стойкость, как и у всех одеколонов, непродолжительная. Но я уверен - при таком аромате и потрясном ощущении от него это не может быть минусом. На то он и одеколон, чтобы не навязывать себя своему обладателю весь день. При желании, через пару часов можно ведь и освежить нанесение и вновь окунуться в цитрусовый фонтан!..",positive,liked,0.9717,liked,0.98,liked,liked
Chanel No 5 Eau de Parfum,Chanel,3.6,11565,"Aldehydes, Ylang-Ylang, Neroli, Bergamot, Peach","Iris, Jasmine, Rose, Lily-of-the-Valley","Sandalwood, Oakmoss, Vanilla, Patchouli, Vetiver",253498 Innocenze,29.11.2023,"Он идеален! Совсем не ретро. Однако, такое ощущение, что я его слышала очень давно, в 80х годах в детстве, и не раз. Очень знакомый аромат. Такое ощущение, что тогда, в детстве, мне это казалось божественным ароматом, но я не знала что это, и потом долго мечтала что-то такое найти. И вот, нашла.  Похож на премьер, которая у меня была, но пятерка классическая нежнее.  Вот что странно - я его пробовала лет 3-5 назад в магазине и он был ужасен. Его переформулировали что-ли? Совсем другой аромат. Или это восприятие меняется. Но ведь я же раньше его слышала. Чудно.",neutral,mixed,0.7216,liked,0.8419,not_liked,liked
Chanel No 5 Eau de Parfum,Chanel,3.6,11565,"Aldehydes, Ylang-Ylang, Neroli, Bergamot, Peach","Iris, Jasmine, Rose, Lily-of-the-Valley","Sandalwood, Oakmoss, Vanilla, Patchouli, Vetiver",288855 peachy witchy,14.03.2021,"Уфффф. Достался от дальней родственницы, которая в далеком 2011-м привезла его из Франции. Если коротко: это что-то ужасное. Если некоротко: тягучий, тяжелый, тошнотный - все три ""Т"" это о пятерке Шанель. Типичный ""бабский"" аромат. Подошел бы моей старой учительнице с гулей и красной помадой в костюме в клетку. Для молодой девушки (лично мне) - табу. На одежде держится неделями, пока не закинешь в стирку, на коже - спокойно весь день. Вроде бы и хорошо, но если бы не тошнота которую он вызывает... Исключительное дело вкуса, без затеста это конечно риск 100%",neutral,mixed,0.7068,not_liked,0.7511,not_liked,not_liked
Black Pearls,Elizabeth Taylor,3.82,779,"Peach, Gardenia, Bergamot","White Rose, Lotus, Water Lily","Sandalwood, Amber, Musk",38831 lariska,14.12.2011,"Для меня - это праздник!  Четкие ассоциации, накрытый праздничный стол в шикарном ресторане, и колючее пузырящееся шампанское в бокале - полусладкое!  На блоттере - вонючка, на мое тело сел идеально, как родной, потрясающе, с запахом на блоттере нет ничего общего. Первый пшик на запястье я помню был для меня как неожиданный глоток шампанского, в носу закололо. Персики мне явно слышно. Совсем не согласна, что он никакой, пластмассовый и пахнет детским кремом! Очень теплый, сладкий, но не приторный, сидит мягко и близко к телу, красиво раскрывается, стойкий.",positive,liked,0.8213,liked,0.975,liked,liked
By the Fireplace,Maison Margiela,4.21,24439,"Cloves, Pink Pepper, Orange Blossom","Chestnut, Guaiac Wood, Juniper","Vanilla, Peru Balsam, Cashmeran",383360 forever_eight,16.02.2024,"Какой же он классный… когда подхожу к полкам MM - сто процентов его тестер самый использованный, каждому хочется приобщиться к прекрасному. Терпко, сначала ощущение действительно какой-то копоти, как будто действительно рядом с тобой потрескивает деревяшка и летают искорки. Потом «искристость» сходит и остается просто приятная сладость, для меня это про ощущение похода в ресторан перед уютным рождественским вечером или прогулки по осеннему парку вечером, когда все никак не можешь разойтись по домам с близким тебе человеком. К затесту однозначно рекомендую!",positive,liked,0.9823,liked,0.9805,liked,liked
Chanel No 5 Eau de Parfum,Chanel,3.6,11565,"Aldehydes, Ylang-Ylang, Neroli, Bergamot, Peach","Iris, Jasmine, Rose, Lily-of-the-Valley","Sandalwood, Oakmoss, Vanilla, Patchouli, Vetiver",259172 Marma,17.04.2024,"Помню августовский вечер после жаркого насыщенного хлопотами дня. Через неделю у меня свадьба, и в этом круговороте запланированных дел и мыслей ни на что другое не осталось времени. И я просто спонтанно покупаю себе этот парфюм, наношу на себя и бесцельно иду по улице, а он играет, искрится, переливается подобно оранжевому солнцу на фасадах исторических зданий. Моменты совершенного умиротворения. И с тех пор так всегда - как только мне хочется просто замедлиться, просто остановиться, просто поднять себе настроение, я достаю его из ящичка и наношу. Люблю)",positive,liked,0.899,liked,0.8346,liked,liked
Chanel No 5 Eau de Parfum,Chanel,3.6,11565,"Aldehydes, Ylang-Ylang, Neroli, Bergamot, Peach","Iris, Jasmine, Rose, Lily-of-the-Valley","Sandalwood, Oakmoss, Vanilla, Patchouli, Vetiver",345641 QuietWhisper,28.06.2024,"На мой нос очень реалистично передаёт аромат цветка гвоздики, его пряную сливочность. Женственный, мягкий, природный. Это по сути. А по факту - носить невозможно из-за того, как он воспринимается окружающими. Старомодный аромат социальной маски с претензией на утонченный вкус. В феномене пятёрки интересна не сама композиция, а легенда бренда. Она будет делать продажи ещё долго, но и вас в этом аромате, и аромат сам по себе будут воспринимать через призму шанелевского аристократического ""фи"". Что ж, без маркетинговых пузырей было бы скучно жить, наверное.",neutral,mixed,0.8608,mixed,0.8207,not_liked,not_liked
By the Fireplace,Maison Margiela,4.21,24439,"Cloves, Pink Pepper, Orange Blossom","Chestnut, Guaiac Wood, Juniper","Vanilla, Peru Balsam, Cashmeran",369313 vikvikvik,10.12.2023,"Для меня Fierplace про уют. Но я преданно люблю теплые деревяшки во всех видах. А тут и костер и баня русская, и дом в праздники. Гвоздичку тоже люблю,но тут ее совсем не слышу. А вот перчик розовый есть,но как и каштаны вся эта красота приглушена.  Итак,сначала деревяхи,теплые,тлеющие,правильные,без дыма. А потом щаходит ванильный дымок с каким-то можжевеловым шлейфом. Аромат тянет к себе,хочется греть нос и кутаться в него,как в мех. Пожалуй,унисекс. Но такой теплый и уютный! Сладкий.. уже потом...но не приторный. Хорош! На зиму просто фантастика!",positive,liked,0.9674,liked,0.9802,liked,liked
By the Fireplace,Maison Margiela,4.21,24439,"Cloves, Pink Pepper, Orange Blossom","Chestnut, Guaiac Wood, Juniper","Vanilla, Peru Balsam, Cashmeran",401373 MonaAlery,26.07.2024,Теплый пряный аромат каштанов слегка с кислинкой перуанского бальзама и кашмерану.Можжевельник  и гвоздика с розовым перцем добавляют изысканности и напоминания о прогулке в парке Царицыно. Выражает собой точный каштан с ванилью и специями.Сладкий пряный специевый насыщенный восточный аромат.Также подойдет для пустыни и жаркого лета чтобы охватывать всех своими теплыми нотами . Подавать его на стол можно с Фордом например -Мэйсон на шею а Форда на руки.Как выразилась однажды Рената Литвинова- От меня все отсаживаются в кино и театре но я балдею.,positive,liked,0.6273,mixed,0.7843,liked,not_liked
By the Fireplace,Maison Margiela,4.21,24439,"Cloves, Pink Pepper, Orange Blossom","Chestnut, Guaiac Wood, Juniper","Vanilla, Peru Balsam, Cashmeran",351304 Vanilnaya,08.02.2024,"Уже слишком популярный . Слишком каштановый. Слишком каминный. Пару раз под желание почувствовать себя в тёплых носках на холодном полу, в загородном доме осенью и именно осенью или зимой, и отдохнуть от всего что так сильно кхм… утомило. Но и он утомляет очень быстро. И вот ты вновь возвращаешься к себе, к своим будням, к своим любимым парфюмам и даже не скучаешь по нему. Как по бывшему. Что-то там горело. Может быть сверкало, потом тлело. Да и … ой всё. Отстрадать и отпустить уже. Развеять по ветру. Для проживания этого периода - идеально.",positive,liked,0.5322,liked,0.8031,liked,liked
By the Fireplace,Maison Margiela,4.21,24439,"Cloves, Pink Pepper, Orange Blossom","Chestnut, Guaiac Wood, Juniper","Vanilla, Peru Balsam, Cashmeran",409357 Feodor_811,11.10.2024,"Очень классный вечерний аромат для всех возрастов, но тем кто не любит сладость - не подойдет  Опишу его так: вы подгорелая ванильная булочка, которая только-только вытащена с печи на деревянном изношенном подносе, который пропахся температурой и выпечкой. Через часа 2 подгорелость пропадает, затем и дерево, остаётся интимная и долгая сладость с ванилью, что огорчает, но для некоторых это плюс, например для меня)  Советую наносить на шею и волосы для поднятия шлейфа, на одежде будет держаться месяц, но шлейфа не будет, даже с первых пшиков",positive,liked,0.9134,liked,0.9907,liked,liked
Cuoium,Orto Parisi,3.96,3232,"Animal notes, Woody Notes",Violet,"Leather, Incense, Cade oil, Cedar, Labdanum, Patchouli, Vanilla",312367 Florioko,04.06.2023,"Люди, которые обесценивают чужие комментарии, намекая на то, мол, вы где росли и жили, что вам чудятся запахи фекалий и мужских жоп, а вы, простите, где росли, что ваши утонченные носы не знают, что такое запах общественных туалетов и потных людей? В вашем мире принцессы какают бабочками, а принцы вообще не какают, и животинка, которая, к слову, указана в описании к парфюму, вам совсем ни о чем не говорит? Возможно, у аромата есть волшебное раскрытие, не знаю, не в силах оценить, так как рвотные позывы заставили выкинуть блоттер сразу.",neutral,mixed,0.5322,not_liked,0.7516,not_liked,not_liked
The One Gentleman,Dolce Gabbana,3.92,1607,Pepper,"Lavender, Cardamom, Watercress","Vanille, Patchouli",175324 Stanislav 1971,07.12.2015,"Этот парфюм подарили моему приятелю. Моё мнение - чистокровный советский шипр, но шипр очень дорогой. Наверное этот аромат и задумывался как ретро-аромат. Стойкость убойная! Сделал один пшик на рукав куртки - слышно было неделю. Флакон 50 мл., по коду: декабрь 2010 года выпуска. По стойкости даст фору теперешним парфюмированным водам CHANEL (мужским). Аромат конкретно мужской. Нет даже доли намёка на унисекс. Со спортивным костюмом я тоже его не представляю. В конце 80-х и начале 90-х годов он бы был самый ""центровой"" парфюм !!!",positive,liked,0.9517,mixed,0.6736,liked,not_liked
Cuoium,Orto Parisi,3.96,3232,"Animal notes, Woody Notes",Violet,"Leather, Incense, Cade oil, Cedar, Labdanum, Patchouli, Vanilla",356841 Штази,15.04.2024,"Пока это для меня самый непонятный и действительно авангардный аромат от Гуалтьери. На старте запах даже не кожи, а именно необработанной мокрой шкуры. Возможно, такой запах стоит когда со шкуры сдирают мездру, а рядом влажная гора жира морских животных - гольё будет подвергнута жировому дублению. Плюсом к этому грязный уд и что-то химическое. Потом появляется какая-то сладость, волнующая, но её сложно назвать приятной.  Что-то очень непонятное и ни на что не похожее. ?? А вот рекламному фильму к этого аромату однозначный зачёт!",neutral,mixed,0.6397,not_liked,0.7512,not_liked,not_liked
Black Pearls,Elizabeth Taylor,3.82,779,"Peach, Gardenia, Bergamot","White Rose, Lotus, Water Lily","Sandalwood, Amber, Musk",181089 Ольга Олечка,30.04.2020,"Мне в нём чего-то не достаёт... Вот остринки, горчинки, кислинки, свежинки, перчинки, может быть... Какой-то он недоработанный, на мой нюх. Сейчас подношу запястье к носу и хочу к нему полыни или мха, возможно. Кто смотрел Степфордские жёны? Вот он такой же весь кукольно-театрально-идеальный, какого-то ""недостатка"" чертовщинки в нем хочется. Конечно это персики Софии Гройсман)  но бергамота мне мало) вот персики убавить, а бергамот на полную катушку докрутить.   Девушки, может кто-нибудь с чем-то миксует? Напишите, пожалуйста)",neutral,mixed,0.7134,not_liked,0.7514,not_liked,not_liked
Cuoium,Orto Parisi,3.96,3232,"Animal notes, Woody Notes",Violet,"Leather, Incense, Cade oil, Cedar, Labdanum, Patchouli, Vanilla",353111 Михаил Солнцев,18.08.2023,"Отчаянно кожаный аромат приправленный животинкой и фирменной дымной нотой Гуальтьери. Стойкий и шлейфовый: 1 пшик достаточно на весь день (для окружающих тоже??).Брутальный, заполняющий собой все пространство. По техническим характеристикам вопросов нет, полтинника хватит надолго. Буду пробовать его ещё зимой, для лета на мой нос слишком резкий и сильный. Пока оставляю без оценки. UPD. Оказался единственным ароматом от Orto Parisi, который не зашёл от слова совсем. Слишком грубая и грязная кожа для меня. Продал без сожаления.",neutral,mixed,0.7786,mixed,0.8187,not_liked,not_liked
Aspen For Men,Coty,3.92,1842,"Green Notes, Bergamot, Lemon","Lavender, Juniper, Geranium, Coriander, Cyclamen, Orange Blossom, Jasmine","Balsam Fir, Cedar, Oakmoss, Musk, Ambergris",233886 Канопус,17.01.2021,"Люблю фужеры вообще и травянистые ароматы в частности, но, видимо, какая-то химическая составляющая т.н. ""зелёных нот"" не даёт мне с ними сдружиться. Не случилось большой дружбы и в этот раз с Аспеном, не смотря на всю легендарность конкретного аромата и марки вообще.  Он сделан в духе старой школы, стоящей на пороге революции 90-х, когда нота воды начала вытеснять классические одеколоны. Младший брат Cool Water на лесной манер с той же основой из стирального порошка и свежепринятого душа. Красиво, хоть и лично не совсем моё.",positive,liked,0.8875,mixed,0.8048,liked,not_liked
By the Fireplace,Maison Margiela,4.21,24439,"Cloves, Pink Pepper, Orange Blossom","Chestnut, Guaiac Wood, Juniper","Vanilla, Peru Balsam, Cashmeran",296780 Alinah,13.09.2021,"Прекрасные тлеющие дровишки под осенним костром для шашлычков в парке. Всё как в той самой песне Шевчука. Горящие костры из сухих осенних листьев. Прекрасный профиль, но флакон не возьму, так как меня не устроила непостоянность и нестойкость. Через час костёр затухает навсегда , полностью уходит в никуда и никакая осень как-будто и вовсе не наступала. Мог-бы подольше поиграть за свою цену. P.S. 16 Ноября. Таки взяла 30 мл флакон и решила носить с собой, решая вопрос нестойкости. Слишком красивая осень, не удержалась)",positive,liked,0.6053,liked,0.9604,liked,liked
Dioressence,Dior,4.11,484,Geranium,Cinnamon,Patchouli,290034 Brianna Moure,20.03.2022,"Колоссальная разница между ТВ и парфюмом, но слышна она отчётливее всего именно после первоэтапного сумбура, своего рода, самоопределения композиции на коже. Это терпко-зелёный, дождливый, уклончивый, с нотками приперчённых цитронов аромат. Все сладкие и тёплые специи раскрываются остротой. Вот оно, главное отличие данной концентрации. Универсальное, бесполое звучание, носила его как я, так и муж, на каждом из нас мелодия разная, хоть и жанр один. А мне, признаться, на мужской коже даже больше нравится его увертюра.",neutral,mixed,0.4911,mixed,0.7675,not_liked,not_liked
Black Pearls,Elizabeth Taylor,3.82,779,"Peach, Gardenia, Bergamot","White Rose, Lotus, Water Lily","Sandalwood, Amber, Musk",172097 oliviya.ru,18.06.2017,"Breakfast at Tiffany's, нет. На Гуччи Флору в шлейфе похож (учуяв в маршрутке, удивилась: неужели кто-то носит его, он же редкий? Спросила - девушка сказала Гуччи Ф). Потом перетестила - действительно очень похоже.  Тут его сравнивают с Тумультом Лакруа  - ооочень отдалённое что-то есть, только пудра здесь потяжелее, а так действительно направление общее. Но не похожи. Суше Тумульт и легче.  И уж точно ничего общего с Фамм Роша. Если только персики, но в Фамм - чернослив шипровый, а тут персики в пудре и гардения.",neutral,mixed,0.8567,mixed,0.8203,not_liked,not_liked
Chanel No 5 Eau de Parfum,Chanel,3.6,11565,"Aldehydes, Ylang-Ylang, Neroli, Bergamot, Peach","Iris, Jasmine, Rose, Lily-of-the-Valley","Sandalwood, Oakmoss, Vanilla, Patchouli, Vetiver",290886 Мега,11.04.2021,"Очень нравится Шанель 5 именно в версии парфюмерной воды. Все как надо, ничего не выпирает, не раздражает. До недавнего времени не могла выделить никаких нот, как будто она сделана полностью из синтетики. А недавно, уловила ноту персика, или абрикоса, посмотрела пирамиду, и правда, персик есть. В туалетной воде чувствую мускус на первом месте, она кажется колкой и как-будто разбавленной. А вот духи тоже с богатой пирамидой, но они очень нежные, у них совсем нет шлейфа, они сидят тихо, их будете ощущать только Вы.",positive,liked,0.4946,liked,0.5225,liked,liked
Cuoium,Orto Parisi,3.96,3232,"Animal notes, Woody Notes",Violet,"Leather, Incense, Cade oil, Cedar, Labdanum, Patchouli, Vanilla",291796 SG89,13.07.2023,"Серьезный аромат. После него GGA уже не грубая кожа, а замша... Стойкость запредельная, а вот шлейф очень умеренный, я бы даже сказал деликатный, при нанесении в 2 пшика. Направление восточное, кожа не на первом месте, а вплетена в композицию из уда, амбры, ладана, ГСМ и даже какая-то сладость присутствует. Ожидал, что аромат задушит, специально подождал пока станет немного прохладнее для теста: в 7 утра 2 пшика, до 12 полет нормальный, потом 1 пшик обновление в обед и он живет дальше без намеков на удушливость.",neutral,mixed,0.7483,mixed,0.7409,not_liked,not_liked
